name,locality,lat,long,review
New Kabab Zone,"1057, Billekahalli Village, Begur Hobli, Vijay Bank Layout, Bommanahalli, Bangalore",12.8945919304,77.6095592603,99
Empire Juices and Desserts,"169/A/170, 9th Main Road, Sector 6, HSR, Bangalore",12.9152321267,77.6355555654,923
Udupi Aatithya,"74/8, Ground Floor, GMR Complex, Outer Ring Road, Bellandur, Bangalore",12.9255886753,77.6764287427,192
Vinu Coorg Pork Hotel,"9th Main Road, HCR Complex, Bommanahalli, Bangalore",12.8941977837,77.6294213533,837
Swadista Aahar,"947, 16th Main Road, 2nd Stage, BTM, Bangalore",12.9139628546,77.6101966202,567
Cakebuy,"1 B, Krishnamurthy Complex, Kodichikkanahalli Road, Bannerghatta Road, Bangalore",12.8972055061,77.6111591980,75
Sri Vishnu Grand,"21, 22, 23, Ground Floor, Central Jail Road, Kasavanahalli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9045650080,77.6760575920,89
Nagarjuna Chimney,"21/22, 22nd Cross, 3rd Block, Jayanagar, Bangalore",12.9328646682,77.5841607526,1126
The Momo Co.,"Katha 688/1212, Ground Floor, Sector-III, Hosur Sarjapur Road, HSR, Bangalore",12.9093000000,77.6387010000,261
NOTO - Healthy Ice Cream,"#79/7, K NO -1202, Mahadevapura B.B.M.P East, Bellandur, Bangalore",12.9239203000,77.6730945000,195
Ghar Ka Khana,"H.T Residency, Near St. Joseph School, 3A Cross, 21st Main, 2nd Stage, BTM, Bangalore",12.9142167749,77.6120225340,172
Birbal Biryani - Harlur,"96/2, Silver County Road, Harlur, HSR, Bangalore",12.8947406340,77.6615964621,39
Chopstick,"805/A, 16th Main, 7th Cross, Stage 2, BTM, Bangalore",12.9139543579,77.6088783145,2469
Roti Sabji.Com,"149, 3rd B Cross Road, 18th Main, 2nd Stage, Opposite Canara Bank, BTM, Bangalore",12.9140589326,77.6108259335,1809
OOttupura,"1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",12.9267330586,77.6157896966,22
Sandwich Guru,"54/1, First Floor, 24th Main Road, Sector 2, HSR, Bangalore",12.9080775178,77.6490856335,6636
Cafe Coffee Day,"646, 12th Cross, 27th Main, Sector 1, HSR, Bangalore",12.9161174107,77.6516977698,41
Babai Tiffins,"235, 9th Main, 17th Cross, Sector 6, HSR, Bangalore",12.9127537068,77.6351713389,212
Abhiruchi Hotel,"115, 31st Main, Stage 2, Near Bus Stand, BTM, Bangalore",12.9151697090,77.6153447852,582
Basmati Express,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9162023769,77.6379866526,317
Arabian Shawarma,"25/2, Shop 2, Ground Floor, Kasavanahalli Village, Sarjapur Road, Bangalore",12.8981994000,77.6754005000,0
Momo Monk,"13/A, First Floor, 18th Main, BBMP South, Sector 3, HSR, Bangalore",12.9068533085,77.6440873370,1087
Bombay Kulfis,"14, Shubh Enclave, Harlur Main Road, Sarjapur Road, Bangalore",12.9141736379,77.6668096706,83
Indiana Burgers,"659, Parangi Palaya, Sector 2, 22nd Cross Road, HSR, Bangalore",12.9088324330,77.6479034498,2975
Crusto’s - Cheese Burst Pizza,"72/4, Roopena Agrahara, Hosur Road, Madiwala Post, HSR, Bangalore",12.9122060000,77.6270370000,397
Schezwan Hub,"53/2, S 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093504146,77.6877154782,195
Goila Butter Chicken,"671, First Floor, HSR Layout, Sector 7, HSR, Bangalore",12.9086095535,77.6350221410,224
Sri Bhagya Grand,"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",12.8936653905,77.6107954234,226
Estaa Sweets,"116/9, Doddakanelli Village, Near Wipro Corporate Office, Sarjapur Road, Bangalore",12.9093478002,77.6884745434,39
Jalpaan,"539/49, 7th Block, 9th Cross, Kanakpura Road, Jayanagar, Bangalore",12.9250798772,77.5769560039,952
Third Wave Coffee,"492, Ground Floor, 17th Main, HSR Layout, Sector 2, HSR, Bangalore",12.9119994571,77.6501950622,189
Tharavadu,"1st Floor, BKL Building, Hosur Main Road, HSR, Bangalore",12.9062526398,77.6297767460,166
Kullad Cafe,"G-3, 1210, 16th Main Road, 2nd Stage, Opposite IS Colony Park, BTM, Bangalore",12.9126742950,77.6100678742,469
Donne Biryani,"5, NA Venugopal, 4th Main Road, Madiwala, BTM, Bangalore",12.9230881369,77.6164066046,956
TrueCakes,"933, Hermain Complex, 16th Main Road, BTM Layout 2nd Stage, BTM, Bangalore",12.9156946000,77.6101288000,1851
Home Plate by EatFit,"72/4, Ground Floor, Roopena Agrahara, Hosur Road, HSR, Bangalore",12.9122527258,77.6271334291,143
Lassi Corner,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093062963,77.6877540350,63
Oh! Calcutta,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093389765,77.6876578107,500
Savoury - Sea Shell Restaurant,"23, 1st Cross, Maruthi Nagar, Opposite SVR Complex, B.B.M.P South, BTM, Bangalore",12.9267200000,77.6161600000,458
Kalingas,"399, 16th Main, NS Palya, BTM, Bangalore",12.9074206417,77.6109395921,468
Sri Bhagya Veg,"201/A, Kudlu Main Road, Kudlu Gate, Bommanahalli, Bangalore",12.8904886563,77.6448782533,55
Punjabi Dhaba,"14, Ground Floor, 24th Main, Agara, HSR, Bangalore",12.9207983511,77.6494403556,157
Hari Super Sandwich,"688/C, 7th Main, 10th Cross, Mico Layout, 2nd Stage, BTM, Bangalore",12.9124383470,77.6063862070,112
Sattvam,"281, Third Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",12.9064444749,77.5866143033,829
Hyderabad Magic,"2, 1st Street, Aaimatha Temple Road, Vinayaka Nagar, HSR, Bangalore",12.9135337712,77.6255941764,13
HOMMS,"65/1 C, Kaikondrahalli, Carmelaram Post, Sarjapur Road, Mahadevapura, Sarjapur Road, Bangalore",12.9129859399,77.6802077685,270
Khanna's,"65/1 C, Kaikondrahalli, Carmelaram Post, Mahadevapura, Sarjapur Road, Bangalore",12.9130667124,77.6801800244,15
China Pearl,"53/1, 5th Cross, Koramangala 6th Block, Bangalore",12.9361539251,77.6214189827,1989
Puchkas,"87, Hosa Road, Kaikondrahalli, Kasavanahalli, Near Stop & Shop Supermarket, Sarjapur Road, Bangalore",12.9086360246,77.6762621105,37
Green Onion,"548/1, Syed's Plaza, Outer Ring Road, Bellandur, Bangalore",12.9263013830,77.6776746288,15
Mallu Family Restaurant,"Kalyani Mansion, Chocolate Factory Road, Thavarakharea, BTM, Bangalore",12.9239181668,77.6108577847,19
Haka,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093455126,77.6877315715,619
Firangi Bake,"Shop 2318, BDA Society, Sector-1, HSR, Bangalore",12.9120713527,77.6516665891,1649
Snack House,"13/A, 1st Floor, 18th Main, Sector 3, HSR, Bangalore",12.9069585398,77.6440538093,2304
Friendly Neighbourhood Pizza - Man,"42, Green Glen Layout, Outer Ring Road, Bellandur, Bangalore",12.9273441350,77.6724111289,23
Hungry Bird,"1, Sy No, 6/2, Opposite Foodworld Supermarket, Bata Showroom Backside, 12th Cross, Kasavanahalli Main Road, Sarjapur Road, Bangalore",12.9088964863,77.6806089655,8865
Hiyar Majhe Kolkata,"8, 1st Floor, 14th Main Road, Rashtrakavikuvempu Nagar, NS Palya, BTM, Bangalore",12.9057280000,77.6082870000,431
Biryani Mount,"53/2, S 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093749248,77.6877366006,349
Basaveshwar Khanavali,"6, 1st Floor, 1st Cross Road, Koramangala 5th Block, Bangalore",12.9335345000,77.6210734000,11
Kolkata Durbar,"17, New 1, 16th Main Road, 19th Cross, 2nd Stage, BTM, Bangalore",12.9066967688,77.6113710925,752
Kanti Sweets,"Ground Floor, Begur Road, Hongasandra, Bommanahalli, Bangalore",12.8989033188,77.6265436783,402
New Mahesh Friends Food Corner,"397, 16th Main 7th Cross, BTM Layout, 2nd Stage, BTM, Bangalore",12.9091654446,77.6134015247,259
Cake House,"House 30, 2nd Cross, Canara Bank ATM lane, Hosapalya, HSR, Bangalore",12.8979124746,77.6461572395,1057
Bangaliana,"355, 1st 'B' Main, Opposite HDFC Bank, Koramangala 7th Block, Bangalore",12.9361643817,77.6146987081,449
SLAY Coffee,"13/23, Survey 23, 1st Floor, Ambalipura Village, Harlur Main Road, Sarjapur Road, Bangalore",12.9136416140,77.6665461436,324
Kerala Panoor Restaurant,"56, Devarabeesanahalli, Mahadevapura, Marathahalli Outer Ring Road, Bellandur, Bangalore",12.9306252953,77.6849719137,229
Biryani House,"14, CK Nagar, Beretena Agrahara, Near SVBS Complex, Electronic City, Bangalore",12.8702693677,77.6581099257,1111
Chef Bakers,"Shop 1, Survey 2/1, Ground Floor, Assigned 853/2/1, Haaralur Village, Sarjapur Road, Bangalore",12.9034625000,77.6619994000,11
Mumbai Xpress,"59, Industrial Layout, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",12.9336132998,77.6155969128,181
Wokitchen,"4, 4th Main, Bilekahally, 2nd Stage, BTM, Bangalore",12.9055366069,77.6042873785,1328
Udupi Aramane,"26/27, Mangammanapalya Main Road, Bommanahalli, Bangalore",12.9065905570,77.6365268603,15
Carlos Cake Cafe,"3, 17/1, Sarjapur Main Road, Bellandur Gate, Bellandur, Bangalore",12.9188526539,77.6707357541,102
Tasty Restaurant,"104/2, 20th Main, 1st Cross Road, Maruthi Nagar, BTM, Bangalore",12.9227453402,77.6143812016,400
Punjabites By Empire,"53/2, Survey 319, Doddakannelli Village, Sarjapur Road, Bangalore",12.9092834202,77.6877570525,86
The Meal Plate,"40, Ground Floor, 7th Main Road, NS Palya, 2nd Stage, BTM, Bangalore",12.9134945556,77.6039966941,2232
Biryanis,"Shop 764, Sector 3, Club Road, HSR, Bangalore",12.9092546616,77.6401558891,27
Pizza @11th Cross,"23, 13th Cross, 20th Main, Maruthi Nagar, Near Masjid, BTM, Bangalore",12.9208807014,77.6136117429,268
Rusbury Fresh Sweets And Savouries,"2444/A, Second Floor, AECS Layout, Kudlu, Singasandra, 60 Feet Main Road, Bommanahalli, Bangalore",12.8830970000,77.6495690000,3900
Habibi Falafel,"15, 1st Main, 6th Cross, Hongasandra Begur Road, Bommanahalli, Bangalore",12.8990268551,77.6297150552,21
Burgers@79,"23, 13th Cross, 20th Main, BTM, Bangalore",12.9208813550,77.6136318594,480
Sree Krishna Kafe,"Shop 2, 109/2, Ground Floor, Haralur Main Road, Haralur, HSR, Bangalore",12.8963054482,77.6579359174,58
Sri Bhagya Sagar,"287/2, Patel Layout, Opposite Canara Bank, Begur Main Road, Bommanahalli, Bangalore",12.8850567397,77.6253618300,43
FB Café By Frozen Bottle,"88, Celler Floor, 17th Cross, 14th Main, Sector - 4, HSR, Bangalore",12.9123032000,77.6384490000,29
Aapni Rasoi,"50/4, Shop 1, 1st Floor, Devarabisanahalli, Bellandur, Bangalore",12.9320499011,77.6830002617,115
Savi Ruchi,"Shop 19, NR Lane, Kodichikkanahalli, Near Golden Park Apartment, Bommanahalli, Bangalore",12.8952125631,77.6202488691,4
Bowl 99,"11, Ground Floor, 3rd Cross Road, Sector 7, Mangammanapalya, HSR, Bangalore",12.9062758431,77.6361298934,407
Maharaja Military Canteen,"982, 7th Cross, 24th Main Road, First Sector, HSR, Bangalore",12.9195454467,77.6496975124,2
Simplee Shawarma,"401, 25th B Main, 22nd Cross Road, Parangipalya, Sector 2, HSR, Bangalore",12.9086696000,77.6506758000,3379
Castle Restaurant,"1st Main, 1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",12.9270013442,77.6157370582,7
New Udupi Upahar,"367, 1st Main, SPR Arcade, Garvebhavipalya, Hongasandra, Bommanahalli, Bangalore",12.8994544000,77.6294912000,74
Ambara Gardenia,"1065/A, 6th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",12.8941484336,77.6110240817,217
Hungry Chang,"1/120, 5th Sector, 14th Main Road, HSR, Bangalore",12.9160830975,77.6379953697,734
Khichadiwala,"20/4, 17th Cross, Rajiv Gandhi Nagar, Sector 6, HSR, Bangalore",12.9121125293,77.6295796037,11149
Hotel Godavari,"15, 20th Cross, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",12.9228152721,77.6144086942,198
Brew Cafe,"44, Near Christ University Back Gate, S G Paya, Christ School Road, BTM, Bangalore",12.9310275539,77.6070306078,485
Kanti Bakes & Flakes,"1058, Shobha Arcade, Vijay Bank Colony, Bilekahalli, Bannerghatta Road, Bangalore",12.8949256146,77.6093245670,820
Olio - The Wood Fired Pizzeria,"72/4, Roopena Agrahara, Hosur Road, Madiwala Post, HSR, Bangalore",12.9122060000,77.6270370000,291
Basaveshwara Khanavali,"1329, 24th Main Road, Parangipalya Main Road, Next to ICICI Bank, HSR, Bangalore",12.9039269000,77.6489306000,0
Rolls & Bowls Company,"Katha 688/1212, Ground Floor, Sector-III, Hosur Sarjapur Road, HSR, Bangalore",12.9093000000,77.6387010000,79
Parkview,"45, 1st Main, 3rd Phase, Opposite Mini Forest, JP Nagar, Bangalore",12.9114043564,77.5989819691,173
Hotel Palace,"1, Vazhapilya Building, MG Palya Road, B.B.M.P South, HSR, Bangalore",12.9065853281,77.6312258095,51
Chickpete Donne Biryani House,"581, Ground Floor, 22nd Cross, 3rd Sector, HSR, Bangalore",12.9093442054,77.6383195817,5018
Mayuri,"N-7, 1st Phase, TMC Layout, 24th Main Road, JP Nagar, Bangalore",12.9127481513,77.5856865942,1089
Udupi Kitchen,"3, Survey 3/3, KPTCL Layout Road, Kaikondrahalli, Caremalaram Post, Near Bata Showroom, Sarjapur Road, Bangalore",12.9116324621,77.6810136437,36
The Rasoiya Street,"441, Anantha, 3rd Floor, 17th Cross, Sector 4, HSR, Bangalore",12.9122089348,77.6429517567,2399
Elite Kerala Mess,"22, 1st Floor 1st Cross, Bilekalli, Bannerghatta Road, Bangalore",12.8989559361,77.6028631255,75
Copper Kitchen,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",12.9150252658,77.6323053986,290
Asia Kitchen By Mainland China,"53/2, Serial 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093432250,77.6877349243,397
Coal Spark,"At 1567, Ground Floor, NGR Complex, 27Th Main, BTM Layout, HSR, Bangalore",12.9036917750,77.6499908790,521
Tasty Magic,"20-1, Chikkadugodi Main Road, DRC Post, BTM, Bangalore",12.9280189315,77.6091294363,105
Mast Marathi,"Site 1, 18th Main, Sector 3, HSR Layout, Near Sri Shirdi Saibaba Mandir, HSR, Bangalore",12.9115667755,77.6443009079,164
Dhaba Shaba,"1/1A, 1st Floor, Sarjapura Road, Kaikondrahalli, Sarjapur Road, Bangalore",12.9130290000,77.6793590000,59
New Gongura Grand,"1136, 17 Cross Road, Sector 7, Andhra Bank, HSR, Bangalore",12.9123386737,77.6336367801,435
Goplajee Cafe,"38/A, 18th Main, 22nd Cross, Sector 3, HSR, Bangalore",12.9087523663,77.6431542635,39
Mallu House,"1/120, 14th Main Road, 5th Sector, HSR Layout, BTM Layout, B.B.M.P South, HSR, Bangalore",12.9161940000,77.6380290000,42
Holy Smoke,"16, 16th Main, BTM Layout, 2nd Stage, 1st Phase, BTM, Bangalore",12.9102880076,77.6098301634,104
Jeni's Kitchen,"16/10, Ground Floor, Hosapalya Main Road, Bommanahalli, Bangalore",12.9000726623,77.6454864442,22
The Red Box,"32/1, Ground Floor, 14th Cross, 9th Main, 6th Sector, HSR Layout, HSR, Bangalore",12.9152399697,77.6355716586,4507
Keventers Ice Cream,"113, 27Th Main Road, Sector 2, Opposite VLCC, HSR, Bangalore",12.9105268988,77.6519877836,234
Agarwal Food Service,"54, 5th Cross, Thayappa Garden, Devarachikkanahalli Main Road, BTM, Bangalore",12.9009763015,77.6053220406,5532
New Ambur Hot Dum Biriyani,"A Block, AECS Layout, Kudlu Village, Kalanikethan Road, Near Hospetic Hospital, Bommanahalli, Bangalore",12.8859908286,77.6492857933,188
Bengali Fun Foods,"66, 35th Main, 100 Feet Ring Road, BTM 2nd Stage, Near Silk Board, BTM, Bangalore",12.9160553200,77.6187766716,293
Boss Burger,"Saket Callipolis, 7th Floor, Survey 58, 1/2/3, Doddakannelli, Sarjapur Road, Bangalore",12.9100876787,77.6855951920,552
Marmali Kitchen,"7, 100 Feet Ring Road, First Stage, BTM, Bangalore",12.9163990000,77.6165599000,17
Nasco Restaurant Kabab Center,"67/2, Begur Road, Bommanahalli, Bangalore",12.8841713457,77.6248619333,8
Rice Noodles,"107/108, Ground Floor, Reliable Residency, 3rd Cross, Somasundarapalya, HSR, Bangalore",12.8976020000,77.6556668000,284
Sri Sapana Dhaba,"289, MCHS Colony, 7th Cross Road, Lakshmi Layout, Stage 2, BTM, Bangalore",12.9093140000,77.6128390000,95
Social Delivery,"735/11/12, VP Khata 336, Begur Hobli, Near ICICI Bank, Bommanahalli, Bangalore",12.9035953662,77.6294223592,426
BigBites,"13/A, 18th Main, Sector 3, HSR, Bangalore",12.9068634395,77.6441104710,445
Madurai Parotta House,"12/13, 20th Main, 1st Phase, 1st Stage, 1st Cross, Opposite Venkateshwara Textiles, BTM, Bangalore",12.9225296624,77.6142145693,526
Sharma's Kitchen,"167, 3rd Cross, Nyanapanahalli Begur Post, Bommanahalli, Bangalore",12.8786461421,77.6176980883,1855
Dragon's Kitchen,"764/1, Vishal Towers, 19th Main, 2nd Sector, HSR, Bangalore",12.9090487762,77.6446623355,255
Gowda's Nati Cafe,"52, Srinidhi Nilaya, 2nd Cross, 1st Stage, BTM, Bangalore",12.9208561924,77.6125522703,16
Giani Icecream,"39, Shabari Arcade, 14th Main Road, Sector 7, HSR, Bangalore",12.9114569710,77.6380439848,6
Burger It Up,"659, 22nd Cross Road, Parangi Palaya, Sector 2, HSR, Bangalore",12.9088138053,77.6475664973,67
Venu's Donne Biriyani,"1, Tavarekere, Cashier Layout, Chocolate Factory Road, 1st Stage, Near AVS School, BTM, Bangalore",12.9234475990,77.6120892540,41
Singh Punjabi Restaurant,"4, 10th Main, 1st Cross, Maruthi Nagar Main Road, 1st Stage, Near Gas Station, BTM, Bangalore",12.9241854750,77.6144663617,47
Sri Dalma,"7, 24th Main, Anjaneya Temple, HSR, Bangalore",12.9241289416,77.6504941285,167
Lo! - Low Carb And Keto Foods,"Old 32/1, New 17/1, RJR Building, Sarjapur Road, Bangalore, Bellandur, Bangalore",12.9196780000,77.6686810000,936
Kouzina Kafe - The Food Court,"659, Khata 2887/659, Bommanahalli BBMP, Hosur Sarjapur Road, Sector 2, HSR, Bangalore",12.9088330866,77.6479027793,56
Punjabi Food Point,"50/4, Shop 1, 1st Floor, Devarabisanahalli, Bellandur, Bangalore",12.9320499011,77.6830002617,159
Pizza O' Clock,"76, 2nd Main, 6th Cross, Narayanappa Garden, BTM, Bangalore",12.9230144000,77.6070314000,7
Ande Ka Funda,"E/117/4, 22nd Cross, HSR, Bangalore",12.9093199000,77.6392506000,540
Andhra Bhojanam,"708, 30th Main, BTM 2nd Stage, Near BTM, Bangalore",12.9150958534,77.6153618842,7155
Chianti,"571/630/6/4, Survey 6/4, Ground Floor, Ambalipura Village, Varthur Hubli, Bellandur, Bangalore",12.9224224770,77.6693762094,441
The New Arsalan,"Shop 1, Survey 17/1, Ground Floor, Chandra Mansion, Ambalipura Village, Sarjapur Road, Bangalore",12.9189609519,77.6708754300,4
Sri Udupi Sagar,"99, 8th Cross Road, 1st Stage, BTM, Bangalore",12.9195856417,77.6131088287,26
Royal Treat,"88, Industrial Layout, Jyothi Nivas Girls College Road, BTM Layout, Koramangala 5th Block, Bangalore",12.9335296467,77.6157595217,490
Nizam's Kitchens,"53/2, 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093043355,77.6878455654,301
New Kabab Plaza,"8, 19th Cross, 4th B Main, BTM Layout, 2nd Stage, BTM, Bangalore",12.9073993994,77.6062507555,179
Eat N Drink,"11, 7th Main, 6th Cross, Hongasandra, Bommanahalli, Bangalore",12.8992448000,77.6296520000,0
Sahukar Biryani - Biryani Royal,"178/10, 1st Floor, Venkatapura Main Road, Koramangala 1st Block, Bangalore",12.9226400000,77.6341400000,2759
Salena And New Salena Food Center,"397, 16th Main 7th Cross, BTM Layout, 2nd Stage, BTM, Bangalore",12.9091840724,77.6134675741,62
Mandya Gowdru Donne Biryani,"1612, 20th Main, 7th Cross, BTS Depot Road, HSR, Bangalore",12.9195131000,77.6462176000,204
New Donne Biriyani House,"704/1, Krishnappa Building, Bellandur, Bangalore",12.9263157613,77.6780907065,77
Kerala Mess Upahar,"Munireddy Garden, Mahadevapura, B.B.M.P East, Near Hampton Cort Apartment, Bellandur, Bangalore",12.9258200359,77.6778084040,148
O4H - Order For Health,"Khatha 1099 & Khatha 833/1, Sai Durga Enclave, Bellandur Village, Varthur Hobli, Bellandur, Bangalore",12.9232286539,77.6712410152,2301
Tunday Kababi,"479, KHB Colony, Koramangala 5th Block, Bangalore",12.9341802455,77.6192343235,1141
Abees Mess,"63, 3rd Cross, Bharathi Layout, SG Palya, Near BRC Post, BTM, Bangalore",12.9300560542,77.6071814820,5
Hao Chi Express,"1007, Sai Durga Enclave, Near Bellandur, Bangalore",12.9232660000,77.6712530000,0
Mega Biryani,"13/A, 18th Main, Sector 3, HSR, Bangalore",12.9069284737,77.6440890133,86
GLOBO Ice Creams Of The World,"Building 1, F2, First Floor, Haralukunte, Sector 2, BDA Layout, HSR, Bangalore",12.9052950000,77.6490970000,18
The Rasaganga,"35, Outer Ring Road, Bellandur, Bangalore",12.9265474480,77.6783046126,529
Tenzin Kitchen,"G-6/121, Money Centre Building, Koramangala 7th Block, Bangalore",12.9344962313,77.6127443835,612
C. K. Mega Hot Food,"775, 776, 16th Main Road, Kuvempu Nagar, BTM, Bangalore",12.9144327867,77.6101101190,178
Bhatinda Bhatti,"31/1, Reliable Residency, Harlur Road, Opposite Narayana College, HSR, Bangalore",12.8973741000,77.6584673000,1480
